"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES"
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","1986","        68","E","        40","E","         1","E",,,,,,,,,,,,,,,,,,,,,"68.2"," ,E,0606, ",,,,,,,,,,,,,,,,,,,,,,,"419.2"," ,E",,,,,,,,,,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","1987","        74","E","        41","E","         3","E",,,,,"         0","E","        46","E","         1","E","       198","E","        66","E","-14.2","E,0116, ",,,,,"30.9"," ,E,1009, ","39.8","E,0812, ","0.0","E,1116","-2.2","E,1126",,,,,,,"-1.0","E,0401","-2.2","E,0223","-4.4","E,0120","-6.8","E,0118","-11.6","E,0117","433.2"," ,E",,,"15.4","E","22.9","E","7.9","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","1988","        66","E","        35","E","         0","E",,,,,"         0","E","        56","E","         0","E","       198","E","        70","E","-5.6","E,1216, ",,,,,"18.3"," ,E,1018, ","41.6","E,0802,+","-0.2","E,1120","-3.8","E,1208","-4.4","E,1209",,,,,"-0.4","E,0401","-3.0","E,0307","-4.4","E,0306",,,,,"288.5"," ,E",,,"15.2","E","22.9","E","7.4","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","1989","        85","E","        43","E","         3","E",,,,,"         0","E","        41","E","         0","E","       211","E","        72","E","-6.2","E,0102, ",,,,,"27.4"," ,E,1013, ","40.4","E,0801,+","-1.0","E,1104",,,,,,,,,"-0.4","E,0418","-3.4","E,0217","-5.8","E,0105",,,,,"483.9"," ,E",,,"15.8","E","23.4","E","8.2","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","1990","        69","E","        36","E","         1","E",,,,,"         0","E","        47","E","         0","E","       201","E","        83","E","-6.0","E,1216, ",,,,,"30.1"," ,E,1021, ","39.4","E,0724,+","0.0","E,1103","-3.2","E,1123","-5.0","E,1215",,,,,"-0.2","E,0422","-2.4","E,0215","-4.6","E,0123",,,,,"358.2"," ,E",,,"15.6","E","23.4","E","7.8","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","1991","        61","E","        34","E","         0","E",,,,,"         0","E","        68","E","         0","E","       170","E","        87","E","-7.0","E,0114, ",,,,,"23.4"," ,E,1012, ","40.8","E,0714, ","-0.6","E,1106","-4.4","E,1123","-4.4","E,1123",,,,,"0.0","E,0509","-3.6","E,0216","-5.6","E,0215","-7.0","E,0114",,,"291.8"," ,E",,,"14.9","E","22.6","E","7.1","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","1992","        56","E","        30","E","         2","E",,,,,"         0","E","        64","E","         0","E","       182","E","        65","E","-8.6","E,0124, ",,,,,"35.3"," ,E,0219, ","39.8","E,0825, ","0.0","E,1102","-2.2","E,1213","-4.4","E,1231",,,,,"-1.8","E,0329","-2.6","E,0326","-4.4","E,0205","-8.6","E,0124",,,"310.0"," ,E",,,"14.6","E","22.5","E","6.7","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","1993","        62","E","        24","E","         0","E",,,,,"         0","E","        72","E","         0","E","       179","E","        63","E","-7.6","E,0302, ",,,,,"16.3"," ,E,1103, ","40.6","E,0805, ","-0.6","E,1024","-2.4","E,1208","-5.0","E,1224",,,,,"-0.2","E,0417","-5.0","E,0303","-5.0","E,0303","-7.6","E,0302",,,"239.8"," ,E",,,"14.4","E","22.2","E","6.7","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","1994","        48","E","        26","E","         1","E",,,,,"         0","E","        40","E","         0","E","       208","E","        89","E","-8.4","E,1227, ",,,,,"35.4"," ,E,0106, ","41.6","E,0704, ","0.0","E,1213","-4.4","E,1220","-4.4","E,1220","-8.2","E,1224",,,"0.0","E,0418","-2.2","E,0211",,,,,,,"260.7"," ,E",,,"15.9","E","24.0","E","7.9","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","1995","        55","E","        25","E","         0","E",,,,,"         0","E","        31","E","         0","E","       237","E","        62","E","-7.0","E,0114, ",,,,,"24.1"," ,E,1229, ","42.6","E,0722, ","-0.6","E,1127",,,,,,,,,"-1.0","E,0309","-2.2","E,0205","-5.2","E,0116","-7.0","E,0114",,,"227.7"," ,E",,,"16.6","E","24.3","E","8.9","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","1996","       100","E","        56","E","         3","E",,,,,"         0","E","        19","E","         0","E","       188","E","        55","E","-4.4","E,0223, ",,,,,"57.0"," ,E,0503, ","39.6","E,0724, ","-1.0","E,1119","-2.4","E,1208",,,,,,,"-0.2","E,0318","-2.6","E,0224","-4.4","E,0223",,,,,"687.7"," ,E",,,"15.3","E","22.1","E","8.5","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","1997","        82","E","        55","E","         3","E",,,,,"         0","E","        10","E","         0","E","       224","E","        46","E","-0.8","E,1227, ",,,,,"52.6"," ,E,0524, ","38.0","E,0803, ","-0.6","E,1206",,,,,,,,,"-0.6","E,0216",,,,,,,,,"619.4"," ,E",,,"16.2","E","23.3","E","9.1","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","1998","        57","E","        24","E","         1","E",,,,,"         0","E","        51","E","         0","E","       203","E","        77","E","-5.6","E,1227,+",,,,,"29.3"," ,E,0203, ","39.6","E,0825, ","-0.4","E,1120","-3.4","E,1122","-5.4","E,1201",,,,,"0.0","E,0414",,,,,,,,,"211.0"," ,E",,,"15.8","E","23.6","E","8.0","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","1999","        51","E","        26","E","         2","E",,,,,"         0","E","        64","E","         0","E","       212","E","        82","E","-5.0","E,0215, ",,,,,"30.3"," ,E,1024, ","40.6","E,0702, ","0.0","E,1117","-3.4","E,1121",,,,,,,"-1.0","E,0308","-3.0","E,0217","-5.0","E,0215",,,,,"287.6"," ,E",,,"15.9","E","23.6","E","8.1","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","2000","        73","E","        45","E","         1","E",,,,,"         0","E","        39","E","         0","E","       194","E","        80","E","-5.8","E,0124, ",,,,,"41.0"," ,E,1225, ","40.6","E,0731, ","-0.4","E,1118","-2.8","E,1219",,,,,,,"0.0","E,0406","-5.4","E,0125","-5.4","E,0125",,,,,"430.8"," ,E",,,"15.8","E","23.6","E","8.0","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","2001","        67","E","        40","E","         3","E",,,,,"         0","E","        33","E","         0","E","       208","E","        85","E","-3.4","E,1229, ",,,,,"36.6"," ,E,1012, ","41.4","E,0731, ","-2.2","E,1111","-2.2","E,1111",,,,,,,"-0.2","E,0226","-2.4","E,0109",,,,,,,"460.8"," ,E",,,"16.2","E","23.5","E","8.9","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","2002","        80","E","        43","E","         3","E",,,,,"         0","E","        24","E","         0","E","       203","E","        70","E","-2.2","E,0120,+",,,,,"34.8"," ,E,0411, ","38.6","E,0617, ","-1.0","E,1207",,,,,,,,,"-0.8","E,0227","-2.2","E,0120",,,,,,,"427.8"," ,E",,,"15.9","E","23.2","E","8.6","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","2003","        76","E","        41","E","         1","E",,,,,"         0","E","        30","E","         0","E","       188","E","        82","E","-5.0","E,0116, ",,,,,"30.1"," ,E,1115, ","40.6","E,0801, ","-0.6","E,1128","-2.8","E,1203",,,,,,,"-0.8","E,0217","-3.4","E,0202","-4.8","E,0117",,,,,"392.0"," ,E",,,"16.0","E","23.2","E","8.9","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","2004","        62","E","        36","E","         1","E",,,,,"         0","E","        47","E","         0","E","       183","E","        75","E","-7.1","E,1228, ",,,,,"40.3"," ,E,0328, ","41.5","E,0627, ","-1.0","E,1112","-4.6","E,1115","-4.6","E,1115","-7.1","E,1228",,,"-2.1","E,0304","-4.4","E,0303","-4.4","E,0303",,,,,"334.2"," ,E",,,"15.4","E","23.1","E","7.7","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","2005","        43","E","        22","E","         0","E",,,,,"         0","E","        85","E","         0","E","       205","E","        84","E","-10.9","E,0128, ",,,,,"19.5"," ,E,0228, ","41.8","E,0807, ","-0.5","E,1106","-3.4","E,1125","-5.0","E,1213",,,,,"-2.9","E,0310","-2.9","E,0310","-5.8","E,0308","-7.2","E,0222","-10.9","E,0128","186.5"," ,E",,,"14.9","E","23.2","E","6.7","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","2006","        70","E","        34","E","         0","E",,,,,"         0","E","        56","E","         0","E","       218","E","        88","E","-5.0","E,1221, ",,,,,"23.7"," ,E,1116, ","42.0","E,0710, ","-0.1","E,1207","-3.2","E,1210","-4.7","E,1220",,,,,"-1.8","E,0307","-3.0","E,0224","-4.7","E,0129",,,,,"343.8"," ,E",,,"16.1","E","23.8","E","8.4","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","2007","        56","E","        26","E","         0","E",,,,,"         0","E","        69","E","         0","E","       181","E","        57","E","-6.9","E,0125, ",,,,,"21.2"," ,E,0502, ","39.6","E,0729, ","-0.1","E,1115","-2.2","E,1116","-5.2","E,1212",,,,,"-0.9","E,0403","-3.1","E,0323","-6.9","E,0125","-6.9","E,0125",,,"224.8"," ,E",,,"14.8","E","22.6","E","7.0","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","2008","        69","E","        39","E","         0","E",,,,,"         0","E","        54","E","         0","E","       181","E","        65","E","-4.3","E,0307, ",,,,,"22.9"," ,E,0508, ","39.2","E,0805,+","-0.6","E,1030","-3.0","E,1115",,,,,,,"-1.1","E,0325","-3.1","E,0324",,,,,,,"349.6"," ,E",,,"14.9","E","22.2","E","7.6","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","2009","        64","E","        42","E","         5","E",,,,,"         0","E","        47","E","         0","E","       208","E","        84","E","-6.3","E,0110, ",,,,,"41.8"," ,E,1218, ","39.9","E,0726, ","-0.4","E,1113","-2.4","E,1206",,,,,,,"-1.1","E,0413","-3.1","E,0208","-6.3","E,0110",,,,,"500.6"," ,E",,,"15.4","E","22.9","E","7.9","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","2010","        93","E","        58","E","         1","E",,,,,"         0","E","        39","E","         0","E","       181","E","        69","E","-6.4","E,1217, ",,,,,"26.4"," ,E,0107, ","39.5","E,0826, ","-0.5","E,1019","-3.0","E,1116","-4.7","E,1204",,,,,"-0.9","E,0316","-2.2","E,0315","-4.8","E,0110",,,,,"563.4"," ,E",,,"14.7","E","21.6","E","7.9","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","2011","        61","E","        33","E","         0","E",,,,,"         0","E","        40","E","         0","E","       216","E","        91","E","-3.8","E,1230, ",,,,,"23.6"," ,E,1103, ","40.4","E,0820, ","-0.1","E,1216","-3.4","E,1220",,,,,,,"-0.3","E,0305","-2.5","E,0303",,,,,,,"366.8"," ,E",,,"16.8","E","24.4","E","9.2","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","2012","        55","E","        39","E","         3","E",,,,,"         0","E","        77","E","         0","E","       184","E","        87","E","-10.0","E,0213, ",,,,,"52.6"," ,E,1025, ","42.0","E,0810, ","-1.5","E,1130","-3.6","E,1202","-4.7","E,1229",,,,,"-0.5","E,0408","-2.4","E,0307","-4.4","E,0223","-6.9","E,0214","-10.0","E,0213","427.1"," ,E",,,"15.4","E","23.4","E","7.5","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","2013","        73","E","        49","E","         3","E",,,,,"         0","E","        63","E","         0","E","       195","E","        78","E","-5.7","E,1208, ",,,,,"32.6"," ,E,0319, ","40.8","E,0802, ","-3.0","E,1116","-3.0","E,1116","-5.0","E,1125",,,,,"-1.8","E,0315","-2.3","E,0314",,,,,,,"501.4"," ,E",,,"15.8","E","23.6","E","7.9","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","2014","        68","E","        46","E","         0","E",,,,,"         0","E","        44","E","         0","E","       229","E","        95","E","-7.5","E,1231,+",,,,,"21.3"," ,E,1013, ","42.7","E,0717, ","-0.1","E,1110","-2.7","E,1206","-7.5","E,1230","-7.5","E,1230",,,"-1.0","E,0327","-2.8","E,0121",,,,,,,"383.6"," ,E",,,"16.6","E","25.2","E","8.1","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","2015","        56","E","        26","E","         1","E",,,,,"         0","E","        60","E","         0","E","       241","E","        92","E","-7.0","E,0101, ",,,,,"28.6"," ,E,0929, ","43.1","E,0707, ","-2.7","E,1123","-2.7","E,1123","-5.1","E,1124",,,,,"-2.0","E,0326","-3.5","E,0306","-5.8","E,0209","-6.7","E,0110",,,"257.1"," ,E",,,"16.7","E","25.5","E","7.9","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","2016","        63","E","        27","E","         1","E",,,,,"         0","E","        38","E","         0","E","       208","E","       103","E","-4.2","E,0117, ",,,,,"50.4"," ,E,1121, ","43.1","E,0906, ","-0.9","E,1108","-3.4","E,1231",,,,,,,"-1.1","E,0402","-2.6","E,0312",,,,,,,"309.5"," ,E",,,"16.9","E","25.2","E","8.7","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","2017","        38","E","        25","E","         2","E",,,,,"         0","E","        53","E","         0","E","       245","E","       119","E","-5.9","E,0118, ",,,,,"52.1"," ,E,1128, ","45.7","E,0712, ","-0.4","E,1114","-2.2","E,1203","-4.7","E,1204",,,,,"-0.9","E,0326","-3.1","E,0209","-4.5","E,0125",,,,,"264.3"," ,E",,,"17.5","E","26.5","E","8.5","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","2018","        84","E","        51","E","         3","E",,,,,"         0","E","        47","E","         0","E","       196","E","        84","E","-4.5","E,0203, ",,,,,"33.3"," ,E,0302, ","41.3","E,0804, ","-1.1","E,1029","-2.4","E,1222",,,,,,,"-0.1","E,0323","-2.3","E,0226","-4.5","E,0203",,,,,"505.7"," ,E",,,"15.9","E","23.5","E","8.2","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","2019","        52","E","        37","E","         1","E",,,,,"         0","E","        65","E","         0","E","       208","E","        92","E","-6.9","E,0112, ",,,,,"38.4"," ,E,1220, ","42.6","E,0628, ","-2.3","E,1109","-2.3","E,1109",,,,,,,"-0.4","E,0329","-2.3","E,0208","-5.5","E,0114","-6.9","E,0112",,,"350.8"," ,E",,,"16.1","E","24.6","E","7.6","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","2020","        67","E","        38","E","         1","E",,,,,"         0","E","        34","E","         0","E","       220","E","        96","E","-5.4","E,1227, ",,,,,"43.0"," ,E,1126, ","43.3","E,0726, ","-1.3","E,1123","-3.4","E,1226","-5.4","E,1227",,,,,"-0.9","E,0308","-4.2","E,0116","-5.0","E,0114",,,,,"311.8"," ,E",,,"16.8","E","25.1","E","8.6","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","2021","        67","E","        36","E","         0","E",,,,,"         0","E","        41","E","         0","E","       217","E","        93","E","-6.3","E,0104, ",,,,,"17.2"," ,E,0107, ","46.0","E,0814, ","-1.0","E,1107","-2.7","E,1108",,,,,,,"-1.2","E,0323","-2.8","E,0321","-4.8","E,0117",,,,,"280.3"," ,E",,,"16.6","E","24.7","E","8.5","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","2022","        58","E","        34","E","         1","E",,,,,"         0","E","        43","E","         0","E","       219","E","       108","E","-5.3","E,0120, ",,,,,"26.9"," ,E,1209, ","42.1","E,0614, ","-0.9","E,1127","-2.5","E,1129",,,,,,,"-0.4","E,0407","-3.0","E,0216","-4.4","E,0121",,,,,"287.7"," ,E",,,"17.5","E","25.9","E","9.0","E",,
"SPE00120089","GRANADA AEROPUERTO, SP","37.1894","-3.7892","567.0","2023","        51","S","        20","S","         2","S",,,,,,,,,,,,,,,,,,,,,"39.6"," ,S,1019, ",,,,,,,,,,,,,,,,,,,,,,,"233.5"," ,S",,,,,,,,,,
"SPE00120485","SEGOVIA, SP","40.9478","-4.1269","1005.0","1989","        99","E","        52","E","         3","E",,,,,"         0","E","        37","E","         0","E","       146","E","        15","E","-5.4","E,0123, ",,,,,"30.8"," ,E,0527, ","36.1","E,0720, ",,,,,,,,,,,"-3.2","E,0427","-3.2","E,0427","-4.6","E,0319",,,,,"515.2"," ,E",,,"13.2","E","18.7","E","7.6","E",,
"SPE00120485","SEGOVIA, SP","40.9478","-4.1269","1005.0","1990","        95","E","        44","E","         0","E",,,,,"         0","E","        67","E","         1","E","       142","E","        28","E","-5.5","E,1221, ",,,,,"22.6"," ,E,1108, ","36.8","E,0721, ","-2.2","E,1104","-2.2","E,1104","-4.5","E,1209",,,,,"-0.4","E,0422","-2.5","E,0421","-5.2","E,0303",,,,,"352.1"," ,E",,,"12.7","E","18.1","E","7.3","E",,
"SPE00120485","SEGOVIA, SP","40.9478","-4.1269","1005.0","1991","        99","E","        45","E","         1","E",,,,,"         0","E","        73","E","         0","E","       122","E","        29","E","-7.2","E,0213, ",,,,,"25.4"," ,E,0614, ","36.6","E,0814, ","0.0","E,1020","-2.6","E,1021","-4.7","E,1123",,,,,"-1.4","E,0512","-3.0","E,0506","-7.0","E,0215","-7.0","E,0215",,,"375.7"," ,E",,,"11.6","E","17.1","E","6.2","E",,
"SPE00120485","SEGOVIA, SP","40.9478","-4.1269","1005.0","1992","        92","E","        45","E","         1","E",,,,,"         0","E","        67","E","         5","E","       116","E","        23","E","-8.4","E,0123, ",,,,,"31.5"," ,E,0828, ","35.2","E,0825, ","-0.6","E,1031","-2.2","E,1211","-4.4","E,1229",,,,,"-1.2","E,0504","-3.0","E,0406","-6.5","E,0221","-8.4","E,0123",,,"421.4"," ,E",,,"11.7","E","17.2","E","6.2","E",,
"SPE00120485","SEGOVIA, SP","40.9478","-4.1269","1005.0","1993","       101","E","        48","E","         2","E",,,,,"         0","E","        69","E","         1","E","        96","E","        19","E","-8.0","E,0301, ",,,,,"38.2"," ,E,0609, ","37.5","E,0820, ","0.0","E,1008","-3.4","E,1121",,,,,,,"-0.1","E,0423","-4.0","E,0402","-5.6","E,0326","-8.0","E,0301",,,"420.1"," ,E",,,"11.0","E","16.3","E","5.6","E",,
"SPE00120485","SEGOVIA, SP","40.9478","-4.1269","1005.0","1994","        85","E","        39","E","         1","E",,,,,"         0","E","        48","E","         1","E","       123","E","        29","E","-6.8","E,0120, ",,,,,"31.4"," ,E,0521, ","35.0","E,0630, ","-4.2","E,1216","-4.2","E,1216",,,,,,,"-3.0","E,0417","-3.0","E,0417","-5.2","E,0416","-6.8","E,0120",,,"397.8"," ,E",,,"12.5","E","18.0","E","7.0","E",,
"SPE00120485","SEGOVIA, SP","40.9478","-4.1269","1005.0","1995","       111","E","        50","E","         0","E",,,,,"         0","E","        43","E","         0","E","       151","E","        15","E","-7.0","E,1215, ",,,,,"24.0"," ,E,0710, ","38.6","E,0724, ","-0.4","E,1205","-2.3","E,1213","-5.3","E,1214","-7.0","E,1215",,,"-0.4","E,0513","-2.8","E,0307","-5.2","E,0228",,,,,"433.3"," ,E",,,"13.0","E","18.5","E","7.5","E",,
"SPE00120485","SEGOVIA, SP","40.9478","-4.1269","1005.0","1996","       121","E","        62","E","         1","E",,,,,"         0","E","        43","E","         1","E","       122","E","         8","E","-6.0","E,0222, ",,,,,"40.8"," ,E,0619, ","35.3","E,0721, ","-1.6","E,1115","-3.6","E,1116",,,,,,,"-1.5","E,0403","-2.4","E,0316","-4.4","E,0223",,,,,"611.1"," ,E",,,"11.9","E","17.0","E","6.7","E",,
"SPE00120485","SEGOVIA, SP","40.9478","-4.1269","1005.0","1997","       131","E","        87","E","         2","E",,,,,"         0","E","        18","E","         2","E","       141","E","        13","E","-9.0","E,0107, ",,,,,"27.6"," ,E,0628, ","33.8","E,0803, ","-3.8","E,1204","-3.8","E,1204",,,,,,,"-1.7","E,0508","-9.0","E,0107","-9.0","E,0107","-9.0","E,0107","-9.0","E,0107","812.2"," ,E",,,"13.2","E","18.5","E","7.9","E",,
"SPE00120485","SEGOVIA, SP","40.9478","-4.1269","1005.0","1998","        95","E","        53","E","         1","E",,,,,"         0","E","        52","E","         2","E","       116","E","        23","E","-4.8","E,1222, ",,,,,"26.1"," ,E,1103, ","36.5","E,0811, ","-0.6","E,1105","-2.6","E,1121","-4.8","E,1222",,,,,"-1.0","E,0418","-2.2","E,0315",,,,,,,"430.1"," ,E",,,"12.6","E","18.0","E","7.1","E",,
"SPE00120485","SEGOVIA, SP","40.9478","-4.1269","1005.0","1999","       109","E","        57","E","         0","E",,,,,"         0","E","        75","E","         3","E","       133","E","        20","E","-9.4","E,0201, ",,,,,"19.8"," ,E,0514, ","35.8","E,0701, ","-0.3","E,1109","-2.2","E,1111","-4.5","E,1126",,,,,"-2.0","E,0418","-6.0","E,0215","-6.0","E,0215","-8.0","E,0214","-9.4","E,0201","480.0"," ,E",,,"12.0","E","17.6","E","6.4","E",,
"SPE00120485","SEGOVIA, SP","40.9478","-4.1269","1005.0","2000","       103","E","        51","E","         0","E",,,,,"         0","E","        46","E","         1","E","       134","E","        16","E","-9.4","E,0122, ",,,,,"23.6"," ,E,1102, ","35.8","E,0731, ","-0.4","E,1110",,,,,,,,,"-0.8","E,0406","-3.0","E,0329","-6.4","E,0125","-9.4","E,0122","-9.4","E,0122","489.3"," ,E",,,"12.5","E","18.1","E","6.9","E",,
"SPE00120485","SEGOVIA, SP","40.9478","-4.1269","1005.0","2001","        92","E","        49","E","         2","E",,,,,"         0","E","        56","E","         1","E","       133","E","        24","E","-10.5","E,1215, ",,,,,"30.5"," ,E,0105, ","35.6","E,0824, ","-2.2","E,1109","-2.2","E,1109","-6.1","E,1110","-10.5","E,1215","-10.5","E,1215","-0.5","E,0506","-2.2","E,0228",,,,,,,"452.8"," ,E",,,"12.4","E","17.9","E","6.9","E",,
"SPE00120485","SEGOVIA, SP","40.9478","-4.1269","1005.0","2002","       116","E","        65","E","         3","E",,,,,"         0","E","        26","E","         0","E","       136","E","        16","E","-4.2","E,0216, ",,,,,"40.7"," ,E,1009, ","35.0","E,0622, ","-0.1","E,1205",,,,,,,,,"-1.3","E,0506","-2.8","E,0303",,,,,,,"574.4"," ,E",,,"12.5","E","17.9","E","7.1","E",,
"SPE00120485","SEGOVIA, SP","40.9478","-4.1269","1005.0","2003","       106","E","        64","E","         0","E",,,,,"         0","E","        42","E","         3","E","       142","E","        34","E","-8.7","E,0113, ",,,,,"21.6"," ,E,0506, ","38.3","E,0803, ","-0.6","E,1024","-2.8","E,1204",,,,,,,"-2.1","E,0405","-6.7","E,0218","-6.7","E,0218","-6.7","E,0218",,,"528.9"," ,E",,,"13.0","E","18.4","E","7.6","E",,
"SPE00120485","SEGOVIA, SP","40.9478","-4.1269","1005.0","2004","        98","E","        53","E","         0","E",,,,,"         0","E","        63","E","         1","E","       140","E","        21","E","-8.5","E,0302, ",,,,,"21.1"," ,E,0312, ","35.4","E,0627, ","-0.6","E,1108","-2.6","E,1114","-4.6","E,1115",,,,,"-1.0","E,0508","-2.2","E,0410","-4.6","E,0325","-8.5","E,0302",,,"424.9"," ,E",,,"12.1","E","17.7","E","6.6","E",,
"SPE00120485","SEGOVIA, SP","40.9478","-4.1269","1005.0","2005","        75","E","        41","E","         1","E",,,,,"         0","E","        89","E","         4","E","       146","E","        27","E","-13.2","E,0301, ",,,,,"31.6"," ,E,1112, ","37.5","E,0807, ","-0.4","E,1113","-2.2","E,1126","-4.5","E,1215",,,,,"-0.2","E,0416","-3.0","E,0410","-6.6","E,0308","-7.8","E,0304","-13.2","E,0301","415.1"," ,E",,,"12.3","E","18.1","E","6.5","E",,
"SPE00120485","SEGOVIA, SP","40.9478","-4.1269","1005.0","2006","        98","E","        44","E","         2","E",,,,,"         0","E","        54","E","         1","E","       148","E","        25","E","-9.2","E,0301, ",,,,,"38.1"," ,E,0616, ","36.0","E,0710, ","-1.0","E,1210","-2.4","E,1213","-5.6","E,1214",,,,,"-1.7","E,0411","-2.8","E,0306","-4.4","E,0302","-9.2","E,0301","-9.2","E,0301","449.2"," ,E",,,"13.2","E","18.7","E","7.7","E",,
"SPE00120485","SEGOVIA, SP","40.9478","-4.1269","1005.0","2007","        97","E","        47","E","         2","E",,,,,"         0","E","        47","E","         2","E","       127","E","        15","E","-11.8","E,0127, ",,,,,"29.5"," ,E,0520, ","37.7","E,0804, ","-0.8","E,1101","-4.0","E,1116","-4.5","E,1216",,,,,"-1.2","E,0405","-4.5","E,0322","-4.5","E,0322","-7.8","E,0128","-11.8","E,0127","460.9"," ,E",,,"11.9","E","17.6","E","6.2","E",,
"SPE00120485","SEGOVIA, SP","40.9478","-4.1269","1005.0","2008","       111","E","        64","E","         1","E",,,,,"         0","E","        41","E","         1","E","       117","E","        11","E","-5.8","E,0101, ",,,,,"27.0"," ,E,0523, ","36.4","E,0804, ","-0.6","E,1029","-3.1","E,1126","-5.5","E,1127",,,,,"-1.8","E,0324","-3.4","E,0323","-4.9","E,0320",,,,,"590.1"," ,E",,,"12.1","E","17.5","E","6.6","E",,
"SPE00120485","SEGOVIA, SP","40.9478","-4.1269","1005.0","2009","        95","E","        47","E","         0","E",,,,,"         0","E","        50","E","         4","E","       156","E","        29","E","-8.9","E,1220, ",,,,,"21.7"," ,E,0525, ","36.5","E,0726, ","-2.0","E,1016","-4.8","E,1214","-4.8","E,1214","-7.5","E,1219","-8.9","E,1220","-1.0","E,0412","-3.4","E,0401","-5.4","E,0331","-7.6","E,0111",,,"380.6"," ,E",,,"13.1","E","19.1","E","7.2","E",,
