"STATION","DATE","PRCP","TAVG"
"SPE00156504","2022","13.30","63.6"
"SPE00156504","2023",,
"SPE00120080","1973","17.39","56.7"
"SPE00120080","1974","25.41","56.2"
"SPE00120080","1975","29.65","56.5"
"SPE00120080","1976","33.92","56.4"
"SPE00120080","1977","45.02","56.9"
"SPE00120080","1978","24.37","56.2"
"SPE00120080","1979","26.83","57.1"
"SPE00120080","1980","25.06","55.7"
"SPE00120080","1981","20.35","57.3"
"SPE00120080","1982","44.17","58.5"
"SPE00120080","1983","19.98","58.3"
"SPE00120080","1984","27.04","56.5"
"SPE00120080","1985","20.81","57.3"
"SPE00120080","1986","23.51","57.9"
"SPE00120080","1987","42.06","58.2"
"SPE00120080","1988","32.52","58.5"
"SPE00120080","1989","31.76","59.6"
"SPE00120080","1990","29.15","58.8"
"SPE00120080","1991","39.05","57.6"
"SPE00120080","1992","39.61","57.4"
"SPE00120080","1993","31.03","57.1"
"SPE00120080","1994","28.93","59.4"
"SPE00120080","1995","22.42","58.7"
"SPE00120080","1996","39.65","57.8"
"SPE00120080","1997","27.40","59.3"
"SPE00120080","1998","24.50","58.2"
"SPE00120080","1999","27.27","58.4"
"SPE00120080","2000","20.33","58.7"
"SPE00120080","2001","22.30","59.4"
"SPE00120080","2002","37.00","58.6"
"SPE00120080","2003","33.07","60.4"
"SPE00120080","2004","29.21","59.1"
"SPE00120080","2005","23.66","57.8"
"SPE00120080","2006","21.62","60.6"
"SPE00120080","2007","16.81","59.3"
"SPE00120080","2008","26.78","57.6"
"SPE00120080","2010","28.00",
"SPE00120080","2011","32.28","61.1"
"SPE00120080","2012","19.79",
"SPE00120080","2013","26.56","59.0"
"SPE00120080","2014","36.52","60.2"
"SPE00120080","2015","16.19","60.4"
"SPE00120080","2016","20.04","60.3"
"SPE00120080","2017","18.09","60.1"
"SPE00120080","2018","37.86","60.5"
"SPE00120080","2019","19.21","60.1"
"SPE00120080","2020","41.50",
"SPE00120080","2021","18.63","59.9"
"SPE00120080","2022","20.46","62.4"
"SPE00120080","2023",,
"SPE00156639","2008","28.48","55.8"
"SPE00156639","2009","28.91","57.5"
"SPE00156639","2010","36.41","54.7"
"SPE00156639","2011","21.90","57.8"
"SPE00156639","2012","23.07","57.5"
"SPE00156639","2013","24.76","55.8"
"SPE00156639","2014","33.01","57.5"
"SPE00156639","2015","14.15","58.4"
"SPE00156639","2016","20.57","57.5"
"SPE00156639","2017","20.30","57.9"
"SPE00156639","2018","45.81","57.2"
"SPE00156639","2020","26.93","58.0"
"SPE00156639","2021","18.08","57.1"
"SPE00156639","2022","23.08","60.3"
"SPE00156639","2023",,
"SPE00155301","1948","7.77","60.3"
"SPE00155301","1949","9.12","61.7"
"SPE00155301","1950","9.74","61.5"
"SPE00155301","1951","22.90","59.0"
"SPE00155301","1952","11.43","60.7"
"SPE00155301","1953","14.46","59.8"
"SPE00155301","1954","14.70","58.9"
"SPE00155301","1955","12.93","61.2"
"SPE00155301","1956","14.35","57.6"
"SPE00155301","1957","15.10","59.0"
"SPE00155301","1958","12.53","60.8"
"SP000008027","1918","43.27","54.7"
"SP000008027","1929","56.19","56.3"
"SP000008027","1930","77.72",
"SP000008027","1931","75.18","54.7"
"SP000008027","1932","63.96","55.4"
"SP000008027","1933","73.83","55.1"
"SP000008027","1934","48.15","55.1"
"SP000008027","1935","64.61","54.3"
"SP000008027","1936","56.03",
"SP000008027","1937","63.08","56.1"
"SP000008027","1938","57.06","54.9"
"SP000008027","1939","63.79","55.2"
"SP000008027","1940","71.99","55.3"
"SP000008027","1941","66.73","54.4"
"SP000008027","1942","70.03","55.3"
"SP000008027","1943","64.71","56.2"
"SP000008027","1944","57.06","54.5"
"SP000008027","1945","50.94","56.7"
"SP000008027","1946","50.72","55.1"
"SP000008027","1947","49.45",
"SP000008027","1948","43.36","56.8"
"SP000008027","1949","65.15",
"SP000008027","1950","68.61","56.4"
"SP000008027","1951","67.89","55.3"
"SP000008027","1952","67.77","55.7"
"SP000008027","1953","53.81",
"SP000008027","1954","65.55","54.5"
"SP000008027","1955","52.07","56.6"
"SP000008027","1956","54.46","53.5"
"SP000008027","1957","40.87","56.0"
"SP000008027","1958","67.36","56.1"
"SP000008027","1959","61.93",
"SP000008027","1960","73.86","55.8"
"SP000008027","1961","54.28","57.4"
"SP000008027","1962","48.43",
"SP000008027","1963","53.46","54.4"
"SP000008027","1964","57.80","55.5"
"SP000008027","1965","73.43","54.5"
"SP000008027","1966","73.40","55.9"
"SP000008027","1967","69.14",
"SP000008027","1968","64.90","55.8"
"SP000008027","1969","71.34",
"SP000008027","1970","56.75",
"SP000008027","1971","62.76","55.2"
"SP000008027","1972","53.81","54.2"
"SP000008027","1973","60.32","54.9"
"SP000008027","1974","72.45","54.5"
"SP000008027","1975","53.69","54.9"
"SP000008027","1976","61.69","55.2"
"SP000008027","1977","66.07","55.0"
"SP000008027","1978","64.17",
"SP000008027","1979","86.86",
"SP000008027","1980","67.67","54.3"
"SP000008027","1981","70.96","55.5"
"SP000008027","1982","65.05","56.2"
"SP000008027","1983","53.74",
"SP000008027","1984","69.48","54.5"
"SP000008027","1985","53.26","54.9"
"SP000008027","1986","68.21",
"SP000008027","1987","55.50",
"SP000008027","1988","53.18","56.2"
"SP000008027","1989","42.86","58.2"
"SP000008027","1990","62.76","57.1"
"SP000008027","1991","53.47","55.2"
"SP000008027","1992","65.70","55.4"
"SP000008027","1993","53.70",
"SP000008027","1994","68.84","56.7"
"SP000008027","1995","51.64","57.1"
"SP000008027","1996","63.10","55.9"
"SP000008027","1997","68.25","58.3"
"SP000008027","1998","60.52","56.6"
"SP000008027","1999","56.23","56.6"
"SP000008027","2000","62.30","56.8"
"SP000008027","2001","41.66","56.6"
"SP000008027","2002","66.02","57.1"
"SP000008027","2003","53.11","58.0"
"SP000008027","2004","56.37","56.4"
"SP000008027","2005","53.67","56.1"
"SP000008027","2006","49.17","57.9"
"SP000008027","2007","60.48","56.0"
"SP000008027","2008","75.18","56.1"
"SP000008027","2009","66.96","56.3"
"SP000008027","2010","58.18","55.3"
"SP000008027","2011","55.15",
"SP000008027","2012","63.10","56.3"
"SP000008027","2013","84.45","55.9"
"SP000008027","2014","67.93","57.9"
"SP000008027","2015","56.58","57.4"
"SP000008027","2016","62.44","57.2"
"SP000008027","2017","61.75","57.1"
"SP000008027","2018","69.20","57.3"
"SP000008027","2019","74.81","57.3"
"SP000008027","2020","70.09","58.5"
"SP000008027","2021","66.01","56.8"
"SP000008027","2022","52.69","59.1"
"SP000008027","2023","66.64",
"SPE00120089","1973","14.07","58.2"
"SPE00120089","1974","8.92","57.8"
"SPE00120089","1975","12.78","57.9"
"SPE00120089","1976","18.21","57.4"
"SPE00120089","1977","13.17","58.7"
"SPE00120089","1978","14.48","58.5"
"SPE00120089","1979","19.43","58.8"
"SPE00120089","1980","11.41","58.6"
"SPE00120089","1981","10.81","59.4"
"SPE00120089","1982","12.70","58.7"
"SPE00120089","1983","13.74","59.4"
"SPE00120089","1984","12.54","57.8"
"SPE00120089","1985","12.73","59.3"
"SPE00120089","1986","16.50",
"SPE00120089","1987","17.06","59.7"
"SPE00120089","1988","11.36","59.3"
"SPE00120089","1989","19.05","60.5"
"SPE00120089","1990","14.10","60.1"
"SPE00120089","1991","11.49","58.8"
"SPE00120089","1992","12.20","58.3"
"SPE00120089","1993","9.44","58.0"
"SPE00120089","1994","10.26","60.7"
"SPE00120089","1995","8.96","61.8"
"SPE00120089","1996","27.07","59.6"
"SPE00120089","1997","24.39","61.1"
"SPE00120089","1998","8.31","60.4"
"SPE00120089","1999","11.32","60.5"
"SPE00120089","2000","16.96","60.4"
"SPE00120089","2001","18.14","61.1"
"SPE00120089","2002","16.84","60.7"
"SPE00120089","2003","15.43","60.9"
"SPE00120089","2004","13.16","59.7"
"SPE00120089","2005","7.34","58.9"
"SPE00120089","2006","13.54","60.9"
"SPE00120089","2007","8.85","58.7"
"SPE00120089","2008","13.76","58.8"
"SPE00120089","2009","19.71","59.8"
"SPE00120089","2010","22.18","58.5"
"SPE00120089","2011","14.44","62.2"
"SPE00120089","2012","16.81","59.7"
"SPE00120089","2013","19.74","60.4"
"SPE00120089","2014","15.10","62.0"
"SPE00120089","2015","10.12","62.0"
"SPE00120089","2016","12.19","62.5"
"SPE00120089","2017","10.41","63.5"
"SPE00120089","2018","19.91","60.6"
"SPE00120089","2019","13.81","60.9"
"SPE00120089","2020","12.28","62.3"
"SPE00120089","2021","11.04","61.8"
"SPE00120089","2022","11.33","63.4"
"SPE00120089","2023","9.19",
"SPE00120485","1989","20.28","55.7"
"SPE00120485","1990","13.86","54.9"
"SPE00120485","1991","14.79","53.0"
"SPE00120485","1992","16.59","53.1"
"SPE00120485","1993","16.54","51.7"
"SPE00120485","1994","15.66","54.5"
"SPE00120485","1995","17.06","55.4"
"SPE00120485","1996","24.06","53.3"
"SPE00120485","1997","31.98","55.8"
"SPE00120485","1998","16.93","54.6"
"SPE00120485","1999","18.90","53.6"
"SPE00120485","2000","19.26","54.5"
"SPE00120485","2001","17.83","54.3"
"SPE00120485","2002","22.61","54.6"
"SPE00120485","2003","20.82","55.4"
"SPE00120485","2004","16.73","53.8"
"SPE00120485","2005","16.34","54.1"
"SPE00120485","2006","17.69","55.8"
"SPE00120485","2007","18.15","53.4"
"SPE00120485","2008","23.23","53.7"
"SPE00120485","2009","14.98","55.6"
"SPE00120485","2010","20.93","53.9"
"SPE00120485","2011","15.67","56.1"
"SPE00120485","2012","14.37","53.9"
"SPE00120485","2013","19.94","53.3"
"SPE00120485","2014","18.96","55.3"
"SPE00120485","2015","12.87","56.0"
"SPE00120485","2016","18.87","55.1"
"SPE00120485","2017","12.38","56.7"
"SPE00120485","2018","24.93","54.5"
"SPE00120485","2019","15.42","55.7"
"SPE00120485","2020","18.80","56.1"
"SPE00120485","2021","18.28","54.9"
"SPE00120485","2022","17.86","57.7"
"SPE00120485","2023",,
"SPE00120242","1984","12.76","57.3"
"SPE00120242","1985","9.78","58.0"
"SPE00120242","1986","12.15","58.3"
"SPE00120242","1987","16.43","58.6"
"SPE00120242","1988","11.16","58.5"
"SPE00120242","1989","13.53","59.7"
"SPE00120242","1990","10.31","59.2"
"SPE00120242","1991","11.24","58.1"
"SPE00120242","1992","20.35","57.3"
"SPE00120242","1993","10.74","56.9"
"SPE00120242","1994","12.72","59.6"
"SPE00120242","1995","7.09","59.8"
"SPE00120242","1996","18.97","58.9"
"SPE00120242","1997","19.71","60.1"
"SPE00120242","1998","9.95","59.2"
"SPE00120242","1999","16.51","59.2"
"SPE00120242","2000","14.52","59.9"
"SPE00120242","2001","14.56","59.3"
"SPE00120242","2002","13.17","59.8"
"SPE00120242","2003","19.50","60.7"
"SPE00120242","2004","12.71","59.1"
"SPE00120242","2005","10.57","58.5"
"SPE00120242","2006","9.44","60.5"
"SPE00120242","2007","7.96","59.2"
"SPE00120242","2008","16.81","59.2"
"SPE00120242","2009","15.67","60.7"
"SPE00120242","2010","14.79","58.7"
"SPE00120242","2011","11.48","61.1"
"SPE00120242","2012","12.58","60.0"
"SPE00120242","2013","16.50","58.6"
"SPE00120242","2014","16.80","61.3"
"SPE00120242","2015","9.80","60.7"
"SPE00120242","2016","11.83","60.5"
"SPE00120242","2017","9.60","60.4"
"SPE00120242","2018","20.16","60.7"
"SPE00120242","2019","11.46","60.8"
"SPE00120242","2020","19.56","61.0"
"SPE00120242","2021","11.22","60.4"
"SPE00120242","2022","11.19","63.1"
"SPE00120242","2023",,
"SPE00120368","1962","31.74",
"SPE00120368","1973","26.59","55.8"
"SPE00120368","1974","31.96","55.8"
"SPE00120368","1975","24.11","56.6"
"SPE00120368","1976","30.53","58.8"
"SPE00120368","1977","40.43","56.6"
"SPE00120368","1978","43.13","57.2"
"SPE00120368","1979","43.65","58.2"
"SPE00120368","1980","25.69","57.3"
"SPE00120368","1981","29.09","58.4"
"SPE00120368","1984","34.52","57.0"
"SPE00120368","1985","32.03","57.6"
"SPE00120368","1986","30.35","57.0"
"SPE00120368","1987","36.29","58.6"
"SPE00120368","1988","30.43","57.8"
"SPE00120368","1989","30.98","59.9"
"SPE00120368","1990","21.37","59.4"
"SPE00120368","1991","26.01","58.0"
"SPE00120368","1992","24.37","57.5"
"SPE00120368","1993","31.66","57.0"
"SPE00120368","1994","31.91","58.7"
"SPE00120368","1995","40.05","60.0"
"SPE00120368","1996","34.19","58.7"
"SPE00120368","1997","40.14","60.6"
"SPE00120368","1998","26.55","59.4"
"SPE00120368","1999","36.59","58.5"
"SPE00120368","2000","40.87","58.8"
"SPE00120368","2001","38.49","58.8"
"SPE00120368","2002","36.91","59.5"
"SPE00120368","2003","34.33","60.1"
"SPE00120368","2004","22.55","59.2"
"SPE00120368","2005","21.10","59.2"
"SPE00120368","2006","35.31","60.6"
"SPE00120368","2007","19.73","58.7"
"SPE00120368","2008","30.32","58.8"
"SPE00120368","2009","39.00","59.7"
"SPE00120368","2010","39.18","59.4"
"SPE00120368","2011","30.31","60.5"
"SPE00120368","2012","24.80","58.7"
"SPE00120368","2013","38.48","59.1"
"SPE00120368","2014","39.25","60.2"
"SPE00120368","2015","19.51","60.6"
"SPE00120368","2016","36.78","60.1"
"SPE00120368","2017","24.24","60.7"
"SPE00120368","2018","41.06","60.2"
"SPE00120368","2019","36.27","59.3"
"SPE00120368","2020","27.87","61.0"
"SPE00120368","2021","33.09","59.9"
"SPE00120368","2022",,
"SPE00120125","1951","24.48","49.5"
"SPE00120125","1952","16.71","50.2"
"SPE00120125","1953","10.82",
"SPE00120125","1954","15.69",
"SPE00120125","1955","22.16",
"SPE00120125","1956","18.63",
"SPE00120125","1957","17.61",
"SPE00120125","1958","15.21",
"SPE00120125","1959","27.06",
"SPE00120125","1960","25.89",
"SPE00120125","1961","19.59","52.1"
"SPE00120125","1962","21.59","50.4"
"SPE00120125","1963","25.98","49.1"
"SPE00120125","1964","20.29","50.4"
"SPE00120125","1965","19.19","49.9"
"SPE00120125","1966","19.79","50.7"
"SPE00120125","1967","16.10","49.7"
"SPE00120125","1968","18.08","50.6"
"SPE00120125","1969","30.28","48.4"
"SPE00120125","1970","19.25","49.1"
"SPE00120125","1971","30.08","48.0"
"SPE00120125","1972","21.30","48.4"
"SPE00120125","1973","15.75","48.9"
"SPE00120125","1974","19.53","49.1"
"SPE00120125","1975","25.16","49.2"
"SPE00120125","1976","22.87","49.1"
"SPE00120125","1977","25.88","49.7"
"SPE00120125","1978","18.20","49.3"
"SPE00120125","1979","25.13","50.3"
"SPE00120125","1980","16.86","49.3"
"SPE00120125","1981","16.84","50.6"
"SPE00120125","1982","20.88","51.2"
"SPE00120125","1983","14.02","50.6"
"SPE00120125","1984","20.19","48.7"
"SPE00120125","1985","16.11","50.4"
"SPE00120125","1986","21.56","50.0"
"SPE00120125","1987","20.37","51.4"
"SPE00120125","1988","20.37","50.5"
"SPE00120125","1989","23.31","52.1"
"SPE00120125","1990","14.00","52.1"
"SPE00120125","1991","22.31","50.1"
"SPE00120125","1992","14.01","50.0"
"SPE00120125","1993","16.72","49.7"
"SPE00120125","1994","10.66","52.4"
"SPE00120125","1995","19.52","51.6"
"SPE00120125","1996","25.30","50.5"
"SPE00120125","1997","21.59","52.4"
"SPE00120125","1998","15.69","51.2"
"SPE00120125","1999","19.51","50.6"
"SPE00120125","2000","17.14","51.0"
"SPE00120125","2001","12.96","51.1"
"SPE00120125","2002","21.47","51.7"
"SPE00120125","2003","20.84","52.1"
"SPE00120125","2004","21.60","50.8"
"SPE00120125","2005","14.24","50.7"
"SPE00120125","2006","19.36","52.5"
"SPE00120125","2007","14.56","50.5"
"SPE00120125","2008","20.79","50.5"
"SPE00120125","2011","14.78","52.8"
"SPE00120125","2012","13.36","51.3"
"SPE00120125","2013","17.35","50.3"
"SPE00120125","2014","17.57","52.5"
"SPE00120125","2015","10.57","52.9"
"SPE00120125","2016","15.20","52.5"
"SPE00120125","2017","12.28","53.0"
"SPE00120125","2018","26.21","52.1"
"SPE00120125","2019","14.19","52.5"
"SPE00120125","2020","20.18","53.2"
"SPE00120125","2021","20.30","51.8"
"SPE00120125","2022","14.44","53.9"
"SPE00120125","2023",,
"SPE00120521","1944",,"50.6"
"SPE00120521","1945",,
"SPE00120521","1946",,"49.7"
"SPE00120521","1947",,"51.8"
"SPE00120521","1948",,"52.3"
"SPE00120521","1949",,"52.4"
"SPE00120521","1950",,"52.1"
"SPE00120521","1951","25.16","49.7"
"SPE00120521","1952","22.53","50.6"
"SPE00120521","1953","20.09","51.2"
"SPE00120521","1954","17.83","49.9"
"SPE00120521","1955","28.07","51.7"
"SPE00120521","1956","19.86","48.4"
"SPE00120521","1957","15.40","50.4"
"SPE00120521","1958","22.61","51.1"
"SPE00120521","1959","27.91","50.7"
"SPE00120521","1960","28.31","50.5"
"SPE00120521","1961","24.13","52.7"
"SPE00120521","1962","22.80","51.2"
"SPE00120521","1963","28.33","49.5"
"SPE00120521","1964","18.82","51.6"
"SPE00120521","1965","24.70","50.7"
"SPE00120521","1966","26.66","51.2"
"SPE00120521","1967","17.84","50.8"
"SPE00120521","1968","18.74","51.0"
"SPE00120521","1969","23.81","49.4"
"SPE00120521","1970","13.62","50.9"
"SPE00120521","1971","20.68","49.9"
"SPE00120521","1972","22.09","48.5"
"SPE00120521","1973","15.26","50.3"
"SPE00120521","1974","16.41","49.7"
"SPE00120521","1975","17.76","50.1"
"SPE00120521","1976","19.78","50.5"
"SPE00120521","1977","23.00","49.9"
"SPE00120521","1978","17.85","50.3"
"SPE00120521","1979","27.89","50.8"
"SPE00120521","1980","19.87","50.4"
"SPE00120521","1981","19.34","51.9"
"SPE00120521","1982","15.94","51.9"
"SPE00120521","1983","18.59","53.0"
"SPE00120521","1984","20.30","50.0"
"SPE00120521","1985","16.52","51.0"
"SPE00120521","1986","16.13","50.3"
"SPE00120521","1987","19.26","51.5"
"SPE00120521","1988","22.50","51.0"
"SPE00120521","1989","20.87","52.5"
"SPE00120521","1990","16.40","52.5"
"SPE00120521","1991","20.06","50.8"
"SPE00120521","1992","14.58","51.2"
"SPE00120521","1993","17.98","50.1"
"SPE00120521","1994","19.67","52.7"
"SPE00120521","1995","19.99","52.9"
"SPE00120521","1996","19.77","51.5"
"SPE00120521","1997","33.84","53.3"
"SPE00120521","1998","16.69","52.6"
"SPE00120521","1999","23.22","52.0"
"SPE00120521","2000","20.59","52.4"
"SPE00120521","2001","18.95","52.3"
"SPE00120521","2002","22.80","52.3"
"SPE00120521","2003","25.95","53.2"
"SPE00120521","2004","21.28","51.7"
"SPE00120521","2005","13.57","51.9"
"SPE00120521","2006","20.81","53.4"
"SPE00120521","2007","18.87","51.5"
"SPE00120521","2008","25.67","51.2"
"SPE00120521","2009","19.09","53.0"
"SPE00120521","2010","25.65","50.7"
"SPE00120521","2012","17.06","51.8"
"SPE00120521","2013","25.05","50.6"
"SPE00120521","2014","23.63","52.9"
"SPE00120521","2015","18.11","53.1"
"SPE00120521","2016","21.26","52.3"
"SPE00120521","2017","16.84","54.2"
"SPE00120521","2018","28.68","53.2"
"SPE00120521","2019","22.55","54.1"
"SPE00120521","2020","21.12","54.4"
"SPE00120521","2021","24.94","53.0"
"SPE00120521","2022","15.49","55.8"
"SPE00120521","2023","25.86",
"SPE00156081","2008","30.58","56.7"
"SPE00156081","2009","19.77","58.4"
"SPE00156081","2010","24.93","55.9"
"SPE00156081","2011","28.30","59.0"
"SPE00156081","2012","16.89","58.1"
"SPE00156081","2013","20.42","57.1"
"SPE00156081","2014","23.73","58.7"
"SPE00156081","2015","13.80","59.3"
"SPE00156081","2016","17.78","59.0"
"SPE00156081","2017","16.21","58.8"
"SPE00156081","2018","35.72","57.5"
"SPE00156081","2020","23.65","58.5"
"SPE00156081","2021","15.97","58.3"
"SPE00156081","2022","15.96","60.9"
"SPE00156081","2023",,
"SPE00156072","2008","27.93","59.3"
"SPE00156072","2009","14.87","60.7"
"SPE00156072","2010","36.57","57.8"
"SPE00156072","2011","29.26","59.8"
"SPE00156072","2012","18.51","58.4"
"SPE00156072","2013","18.94","58.1"
"SPE00156072","2014","25.61","59.6"
"SPE00156072","2015","13.80","59.5"
"SPE00156072","2016","17.44","60.7"
"SPE00156072","2017","17.85","60.3"
"SPE00156072","2018","30.56","61.0"
"SPE00156072","2020","27.72","61.2"
"SPE00156072","2021","18.72","60.4"
"SPE00156072","2022","17.11","62.4"
"SPE00156072","2023",,
"SPE00119801","1939","36.55","56.0"
"SPE00119801","1940","56.11","57.2"
"SPE00119801","1941","56.01","56.0"
"SPE00119801","1942","40.52","56.7"
"SPE00119801","1943","36.14","58.2"
"SPE00119801","1944","40.05","56.8"
"SPE00119801","1945","35.89","58.0"
"SPE00119801","1946","48.05","57.0"
"SPE00119801","1947","40.26","58.2"
"SPE00119801","1948","30.19","58.7"
"SPE00119801","1949","39.62","58.4"
"SPE00119801","1950","39.04","58.1"
"SPE00119801","1951","42.65","56.8"
"SPE00119801","1952","45.67","57.5"
"SPE00119801","1953","27.67","57.1"
"SPE00119801","1954","38.94","56.8"
"SPE00119801","1955","38.67","57.9"
"SPE00119801","1956","36.04","55.6"
"SPE00119801","1957","32.49","57.5"
"SPE00119801","1958","31.52",
"SPE00119801","1959","39.34","58.2"
"SPE00119801","1960","46.86","57.5"
"SPE00119801","1961","38.18","58.3"
"SPE00119801","1962","34.43","56.8"
"SPE00119801","1963","31.88","56.8"
"SPE00119801","1964","36.53","57.4"
"SPE00119801","1965","37.39","57.1"
"SPE00119801","1966","41.50","57.8"
"SPE00119801","1967","35.59","57.3"
"SPE00119801","1968","42.72","57.9"
"SPE00119801","1969","39.20","57.1"
"SPE00119801","1970","34.69","57.5"
"SPE00119801","1971","40.83","57.3"
"SPE00119801","1972","43.42","56.5"
"SPE00119801","1973","36.74","57.5"
"SPE00119801","1974","39.13","57.5"
"SPE00119801","1975","41.48","58.2"
"SPE00119801","1976","32.07","56.7"
"SPE00119801","1977","43.07","56.0"
"SPE00119801","1978","37.00","56.2"
"SPE00119801","1979","51.82","56.1"
"SPE00119801","1980","40.45","55.9"
"SPE00119801","1981","28.05","57.0"
"SPE00119801","1982","33.98","57.0"
"SPE00119801","1983","37.36","56.3"
"SPE00119801","1984","45.94","55.6"
"SPE00119801","1985","37.95","56.3"
"SPE00119801","1986","42.61","55.5"
"SPE00119801","1987","36.87","56.7"
"SPE00119801","1988","30.04","56.9"
"SPE00119801","1989","29.50","57.3"
"SPE00119801","1990","31.89","57.3"
"SPE00119801","1991","32.43","55.6"
"SPE00119801","1992","45.67","56.2"
"SPE00119801","1993","38.26","56.0"
"SPE00119801","1994","36.37","57.2"
"SPE00119801","1995","37.52","57.6"
"SPE00119801","1996","41.59","56.5"
"SPE00119801","1997","37.24","58.5"
"SPE00119801","1998","35.02","58.0"
"SPE00119801","1999","39.93","57.8"
"SPE00119801","2000","36.86","57.8"
"SPE00120404","1946","81.41","57.7"
"SPE00120404","1947","101.76",
"SPE00120404","1948","53.65","58.7"
"SPE00120404","1949","45.93","59.4"
"SPE00120404","1964","53.71","59.5"
"SPE00120404","1965","70.74","58.8"
"SPE00120404","1966","85.28","60.2"
"SPE00120404","1967","49.38",
"SPE00120404","1968","74.93","60.1"
"SPE00120404","1969","86.15",
"SPE00120404","1970","54.28","61.0"
"SPE00120404","1971","63.26","60.3"
"SPE00120404","1972","73.12","58.1"
"SPE00120404","1973","47.06","59.4"
"SPE00120404","1974","60.65","58.6"
"SPE00120404","1975","53.37","58.5"
"SPE00120404","1976","70.81","58.1"
"SPE00120404","1977","80.17","58.3"
"SPE00120404","1978","76.51","58.1"
"SPE00120404","1979","86.57",
"SPE00120404","1980","60.76","57.8"
"SPE00120404","1981","69.47","58.7"
"SPE00120404","1982","63.69","58.7"
"SPE00120404","1983","69.19","58.8"
"SPE00120404","1984","76.04","58.0"
"SPE00120404","1985",,
"SPE00156351","2008","42.95","49.1"
"SPE00156351","2009","33.23","50.7"
"SPE00156351","2010","50.34","47.2"
"SPE00156351","2011","55.44","49.7"
"SPE00156351","2012","28.56","49.5"
"SPE00156351","2013","48.90","47.9"
"SPE00156351","2014","49.27","49.4"
"SPE00156351","2015","43.52","50.3"
"SPE00156351","2016","41.97","49.2"
"SPE00156351","2017","34.08","50.1"
"SPE00156351","2018","62.92","49.2"
"SPE00156351","2020","59.62","50.0"
"SPE00156351","2021","36.85","48.9"
"SPE00156351","2022","30.87",
"SPE00156351","2023",,
"SPE00156198","2008","55.69",
"SPE00156198","2009","63.93","37.4"
"SPE00156198","2010","57.74","34.8"
"SPE00156198","2011","52.52","38.1"
"SPE00156198","2012","56.76","36.8"
"SPE00156198","2013","65.19","35.4"
"SPE00156198","2014","72.84","36.7"
"SPE00156198","2015","54.90","38.5"
"SPE00156198","2016","60.91","37.4"
"SPE00156198","2017","56.24","38.2"
"SPE00156198","2018","83.94","36.6"
"SPE00156198","2020","61.11","38.6"
"SPE00156198","2021","52.11","36.8"
"SPE00156198","2022","49.17","39.7"
"SPE00156198","2023",,
"SPE00156594","2008",,"61.9"
"SPE00156594","2009","18.02","63.3"
"SPE00156594","2010","21.29","60.9"
"SPE00156594","2011","19.94","63.1"
"SPE00156594","2012","15.73","62.1"
"SPE00156594","2013","26.91","62.1"
"SPE00156594","2014","21.89","63.1"
"SPE00156594","2015","20.10","63.0"
"SPE00156594","2016","19.28","63.2"
"SPE00156594","2017","10.74","62.7"
"SPE00156594","2018","26.68","62.9"
"SPE00156594","2020","24.98","63.2"
"SPE00156594","2021","15.52","62.5"
"SPE00156594","2022","16.21","64.5"
"SPE00156594","2023",,
"SPE00156234","2008","33.66","53.4"
"SPE00156234","2009","32.44","54.3"
"SPE00156234","2010","32.14","50.7"
"SPE00156234","2011","32.48","53.6"
"SPE00156234","2012","24.42","52.7"
"SPE00156234","2013","34.61","51.5"
"SPE00156234","2014","36.50","53.0"
"SPE00156234","2015","24.56","53.5"
"SPE00156234","2016","27.69","52.9"
"SPE00156234","2017","21.10","53.3"
"SPE00156234","2018","57.18","52.9"
"SPE00156234","2020","35.35","53.5"
"SPE00156234","2021","24.61","53.0"
"SPE00156234","2022","17.93","55.5"
"SPE00156234","2023",,
"SPE00156630","2008","44.76","52.7"
"SPE00156630","2009","29.57","54.1"
"SPE00156630","2010","42.41","51.7"
"SPE00156630","2011","49.61","54.1"
"SPE00156630","2012","30.05","53.5"
"SPE00156630","2013","53.50","52.2"
"SPE00156630","2014","42.01","53.5"
"SPE00156630","2015","29.74","54.5"
"SPE00156630","2016","33.96","53.5"
"SPE00156630","2017",,
"SPE00156630","2018","61.91","52.8"
"SPE00156630","2019","32.01","53.5"
"SPE00156630","2020","55.72","53.4"
"SPE00156630","2021","20.70","52.8"
"SPE00156630","2022","20.49","55.5"
"SPE00156630","2023",,
"SPE00156477","2008","16.00","61.1"
"SPE00156477","2009","15.70","62.0"
"SPE00156477","2010","34.80","59.7"
"SPE00156477","2011","28.96","62.1"
"SPE00156477","2012","21.66","61.4"
"SPE00156477","2013","21.74","60.8"
"SPE00156477","2014","23.26","62.6"
"SPE00156477","2015","17.89","62.1"
"SPE00156477","2016","21.49","62.0"
"SPE00156477","2017","19.06","62.2"
"SPE00156477","2018","25.82","62.8"
"SPE00156477","2020","27.33","62.1"
"SPE00156477","2021","15.19","61.8"
"SPE00156477","2022","14.76","63.9"
"SPE00156477","2023",,
"SPE00156117","2008","33.50","60.3"
"SPE00156117","2009","24.94","61.1"
"SPE00156117","2010","16.31","59.0"
"SPE00156117","2011","29.87","61.0"
"SPE00156117","2012","19.78","59.4"
"SPE00156117","2013","21.11","59.7"
"SPE00156117","2014","25.14","61.0"
"SPE00156117","2015","21.63","60.9"
"SPE00156117","2016","19.70","60.8"
"SPE00156117","2017","13.38","60.5"
