"STATION","DATE","PRCP","TAVG"
"SPE00156027","2013","61.44","36.4"
"SPE00156027","2014","54.48","38.0"
"SPE00156027","2015","47.67","39.6"
"SPE00156027","2016","42.34","38.6"
"SPE00156027","2017","49.70","39.1"
"SPE00156027","2018","66.20","38.0"
"SPE00156027","2020","50.94","39.9"
"SPE00156027","2021","42.12","38.2"
"SPE00156027","2022","43.90","41.4"
"SPE00156027","2023",,
"SPE00156423","2008","35.61","53.9"
"SPE00156423","2009","35.61","55.4"
"SPE00156423","2010","35.69","53.6"
"SPE00156423","2011","36.07","56.6"
"SPE00156423","2012","17.91","55.7"
"SPE00156423","2013","31.35","54.7"
"SPE00156423","2014","41.13","56.0"
"SPE00156423","2015","21.19","56.7"
"SPE00156423","2016","23.38","56.4"
"SPE00156423","2017","16.90","56.7"
"SPE00156423","2018","52.77","56.1"
"SPE00156423","2020","36.27","56.8"
"SPE00156423","2021","24.02","56.5"
"SPE00156423","2022","27.22","58.9"
"SPE00156423","2023",,
"SPE00155973","2008","30.72","57.8"
"SPE00155973","2009","23.81","59.3"
"SPE00155973","2010","30.36","57.4"
"SPE00155973","2011","41.69","59.6"
"SPE00155973","2012","24.86","58.5"
"SPE00155973","2013","36.17","57.9"
"SPE00155973","2014","35.78","59.5"
"SPE00155973","2015","24.29","59.5"
"SPE00155973","2016","25.71","59.3"
"SPE00155973","2017","19.60","59.1"
"SPE00155973","2018","50.71","59.9"
"SPE00155973","2020","45.00","60.3"
"SPE00155973","2021","20.34","59.6"
"SPE00155973","2022","22.26","62.1"
"SPE00155973","2023",,
"SPE00119756","1983","9.02","58.5"
"SPE00119756","1984","15.08","56.3"
"SPE00119756","1985","9.41","58.4"
"SPE00119756","1986","12.40","57.8"
"SPE00119756","1987","11.68","59.0"
"SPE00119756","1988","14.88","58.1"
"SPE00119756","1989","20.35","59.3"
"SPE00119756","1990","12.61","58.6"
"SPE00119756","1991","12.39","57.4"
"SPE00119756","1992","15.35","57.3"
"SPE00119756","1993","17.11","56.2"
"SPE00119756","1994","10.74","59.4"
"SPE00119756","1995","9.89","59.7"
"SPE00119756","1996","21.35","57.9"
"SPE00119756","1997","20.52","59.3"
"SPE00119756","1998","12.32","58.8"
"SPE00119756","1999","12.03","58.7"
"SPE00119756","2000","9.16","59.3"
"SPE00119756","2001","12.92","59.8"
"SPE00119756","2002","17.26","59.6"
"SPE00119756","2003","13.86","60.2"
"SPE00119756","2004","13.60","59.4"
"SPE00119756","2005","9.04","59.3"
"SPE00119756","2006","11.11","60.9"
"SPE00119756","2007","11.75","59.4"
"SPE00119756","2008","18.74","59.5"
"SPE00119756","2009","13.43","61.1"
"SPE00119756","2010","22.05","59.0"
"SPE00119756","2011","11.46","61.2"
"SPE00119756","2012","15.61","60.3"
"SPE00119756","2013","15.20","59.0"
"SPE00119756","2014","11.21","61.6"
"SPE00119756","2015","12.35","61.2"
"SPE00119756","2016","13.84","60.7"
"SPE00119756","2017","10.62","61.3"
"SPE00119756","2018","16.77","59.6"
"SPE00119756","2019","16.26","60.6"
"SPE00119756","2020","17.30","61.0"
"SPE00119756","2021","15.67","60.4"
"SPE00119756","2022","16.89","62.1"
"SPE00119756","2023",,
"SPE00156306","2008","28.43","53.1"
"SPE00156306","2009","25.81","54.1"
"SPE00156306","2010","23.74","51.5"
"SPE00156306","2011","16.54","55.0"
"SPE00156306","2012","18.84","54.0"
"SPE00156306","2013","27.40","52.4"
"SPE00156306","2014","30.09","54.1"
"SPE00156306","2015","19.85","55.1"
"SPE00156306","2016","23.69","54.2"
"SPE00156306","2017","19.00","54.9"
"SPE00156306","2018","31.52","54.3"
"SPE00156306","2020","24.90","54.8"
"SPE00156306","2021","19.61","54.4"
"SPE00156306","2022","20.85","56.8"
"SPE00156306","2023",,
"SPM00008284","1973","14.17",
"SPM00008284","1974","13.97",
"SPM00008284","1975","20.74",
"SPM00008284","1976","15.46",
"SPM00008284","1977","22.04",
"SPM00008284","1978","8.11",
"SPM00008284","1979","10.93",
"SPM00008284","1980","15.59",
"SPM00008284","1981","9.30",
"SPM00008284","1996",,
"SPM00008284","2004","22.41",
"SPM00008284","2005","11.59",
"SPM00008284","2006","14.50",
"SPM00008284","2007","26.40",
"SPM00008284","2008","20.34",
"SPM00008284","2010","13.59",
"SPM00008284","2011","13.73",
"SPM00008284","2012","9.63",
"SPM00008284","2013","10.12",
"SPM00008284","2014","14.71",
"SPM00008284","2015","20.11",
"SPM00008284","2016","19.68",
"SPM00008284","2017","12.79",
"SPM00008284","2018","17.89",
"SPM00008284","2019","14.85",
"SPM00008284","2020","22.09",
"SPM00008284","2021","17.43",
"SPM00008284","2022","28.70",
"SPM00008284","2023","11.70",
"SPW00014010","1957",,
"SPW00014010","1958","10.47","59.3"
"SPW00014010","1959","24.06","58.9"
"SPW00014010","1960","17.15","58.4"
"SPW00014010","1961","21.83","59.8"
"SPW00014010","1962","12.70","57.9"
"SPW00014010","1963","13.13","56.1"
"SPW00014010","1964",,
"SPW00014010","1965",,
"SPW00014010","1974","13.04",
"SPW00014010","1975","11.76",
"SPW00014010","1976","9.84",
"SPW00014010","1977","16.42",
"SPW00014010","1978","7.83",
"SPW00014010","1979","10.78",
"SPW00014010","1980","9.46",
"SPW00014010","1981","8.03",
"SPW00014010","1987",,
"SPW00014010","2004","11.22",
"SPW00014010","2005","10.42",
"SPW00014010","2006","11.16",
"SPW00014010","2007","16.23",
"SPW00014010","2008","14.66",
"SPW00014010","2009","8.34",
"SPW00014010","2010","11.62",
"SPW00014010","2011","10.67",
"SPW00014010","2012","12.91",
"SPW00014010","2013","14.73",
"SPW00014010","2014","12.20",
"SPW00014010","2016","14.78",
"SPW00014010","2017","10.80",
"SPW00014010","2018","21.39",
"SPW00014010","2019","10.75",
"SPW00014010","2020","15.63",
"SPW00014010","2021","13.81",
"SPW00014010","2023","9.07",
"SPW00014011","1957",,
"SPW00014011","1958",,"58.6"
"SPW00014011","1959","17.97","58.7"
"SPW00014011","1960","21.17","57.0"
"SPW00014011","1961","15.35","59.0"
"SPW00014011","1962","18.34","55.7"
"SPW00014011","1963","25.24","55.0"
"SPW00014011","1964","13.73","56.3"
"SPW00014011","1965","20.68","56.0"
"SPW00014011","1966","17.68","56.2"
"SPW00014011","1967","13.50","55.0"
"SPE00120161","1945",,"57.3"
"SPE00120161","1946",,"55.2"
"SPE00120161","1947",,
"SPE00120161","1948",,"57.6"
"SPE00120161","1950",,"57.0"
"SPE00120161","1951","20.71","54.0"
"SPE00120161","1952","19.67","56.9"
"SPE00120161","1953","17.73","56.5"
"SPE00120161","1954","18.16","54.9"
"SPE00120161","1955","21.54","56.9"
"SPE00120161","1956","23.75","53.9"
"SPE00120161","1957","19.94","55.7"
"SPE00120161","1958","16.84","56.6"
"SPE00120161","1959","32.57","56.2"
"SPE00120161","1960","32.26","55.4"
"SPE00120161","1961","26.87","57.4"
"SPE00120161","1962","24.08","55.8"
"SPE00120161","1963","28.66","54.5"
"SPE00120161","1964","22.79","56.1"
"SPE00120161","1965","24.10","55.7"
"SPE00120161","1966","23.85","56.5"
"SPE00120161","1967","20.12","56.7"
"SPE00120161","1968","22.98","56.8"
"SPE00120161","1969","36.37","54.5"
"SPE00120161","1970","19.29","56.2"
"SPE00120161","1971","29.94","54.9"
"SPE00120161","1972","37.47","54.3"
"SPE00120161","1973","21.62","55.4"
"SPE00120161","1974","28.37","54.8"
"SPE00120161","1975","21.15","55.3"
"SPE00120161","1976","22.80","55.3"
"SPE00120161","1977","22.64","55.5"
"SPE00120161","1978",,
"SPE00120161","1979","23.93","55.6"
"SPE00120161","1980","18.94","55.4"
"SPE00120161","1981","16.06","57.5"
"SPE00120161","1982","23.66","57.5"
"SPE00120161","1983","20.55","57.4"
"SPE00120161","1984","19.85","55.4"
"SPE00120161","1985","16.90","56.6"
"SPE00120161","1986","22.10","56.7"
"SPE00120161","1987","19.61","57.3"
"SPE00120161","1988","22.87","56.5"
"SPE00120161","1989","19.89","58.1"
"SPE00120161","1990","18.14","58.0"
"SPE00120161","1991","14.50","56.9"
"SPE00120161","1992","19.59","55.9"
"SPE00120161","1993","17.59","55.7"
"SPE00120161","1994","17.41","58.3"
"SPE00120161","1995","13.52","58.4"
"SPE00120161","1996","24.30","56.3"
"SPE00120161","1997","27.20","58.3"
"SPE00120161","1998","10.92","57.3"
"SPE00120161","2001","15.94","57.5"
"SPE00120161","2002","18.57",
"SPE00120161","2003","24.57","58.7"
"SPE00120161","2004","14.62","57.0"
"SPE00120161","2005","12.58","56.9"
"SPE00120161","2006","19.08","57.9"
"SPE00120161","2007","14.44","57.3"
"SPE00120161","2008","20.35","57.0"
"SPE00120161","2009","18.55","58.7"
"SPE00120161","2010","21.34","56.5"
"SPE00120161","2011","14.64","59.7"
"SPE00120161","2012","19.87","59.1"
"SPE00120161","2013","20.60","57.4"
"SPE00120161","2014","23.48","59.8"
"SPE00120161","2015","16.02","59.9"
"SPE00120161","2016","24.72","58.3"
"SPE00120161","2017","17.82","58.4"
"SPE00120161","2018","25.70","57.7"
"SPE00120161","2019","18.03","58.2"
"SPE00120161","2020","19.08","58.6"
"SPE00120161","2021","16.26","57.7"
"SPE00120161","2022","13.23","61.0"
"SPE00120161","2023",,
"SPE00120287","1946","12.55","54.9"
"SPE00120287","1947","23.56","58.3"
"SPE00120287","1948","16.37","58.9"
"SPE00120287","1949","19.14","58.4"
"SPE00120287","1950","12.23",
"SPE00120287","1951","25.82","56.3"
"SPE00120287","1952","11.63",
"SPE00120287","1953","10.68",
"SPE00120287","1954","7.65","57.6"
"SPE00120287","1955","23.06","58.5"
"SPE00120287","1956","21.37",
"SPE00120287","1957","16.98","56.5"
"SPE00120287","1958","20.51","57.3"
"SPE00120287","1959","26.14","56.5"
"SPE00120287","1960","24.87","57.0"
"SPE00120287","1961","16.44","58.6"
"SPE00120287","1962","22.11","57.0"
"SPE00120287","1963","25.90","56.0"
"SPE00120287","1964","13.07","58.1"
"SPE00120287","1965","18.68","56.4"
"SPE00120287","1966","22.32","56.8"
"SPE00120287","1967","15.80","56.4"
"SPE00120287","1968","16.47","57.0"
"SPE00120287","1969","23.57","55.3"
"SPE00120287","1970","12.06","57.3"
"SPE00120287","1971","19.83","55.6"
"SPE00120287","1972","26.65","55.3"
"SPE00120287","1973","14.46","56.7"
"SPE00120287","1974","14.77","56.5"
"SPE00120287","1975","17.55","56.5"
"SPE00120287","1976","22.40","56.3"
"SPE00120287","1977","20.55","56.2"
"SPE00120287","1978","24.33","57.1"
"SPE00120287","1979","21.48","57.6"
"SPE00120287","1980","14.83","57.2"
"SPE00120287","1981","17.46","58.4"
"SPE00120287","1982","15.97","58.1"
"SPE00120287","1983","9.81","58.4"
"SPE00120287","1984","17.38","56.4"
"SPE00120287","1985","12.94","58.6"
"SPE00120287","1986","14.98","57.5"
"SPE00120287","1987","21.46","58.6"
"SPE00120287","1988","17.82","57.8"
"SPE00120287","1989","21.98","59.8"
"SPE00120287","1990","13.25","59.2"
"SPE00120287","1991","13.73","58.2"
"SPE00120287","1992","13.35","58.2"
"SPE00120287","1993","18.29","56.6"
"SPE00120287","1994","11.58","59.0"
"SPE00120287","1995","15.95","60.4"
"SPE00120287","1996","22.20","58.5"
"SPE00120287","1997","24.56","60.3"
"SPE00120287","1998","17.78","59.5"
"SPE00120287","1999","15.44","59.0"
"SPE00120287","2000","18.70","59.2"
"SPE00120287","2001","15.42","59.4"
"SPE00120287","2002","18.42","59.5"
"SPE00120287","2003","20.59","60.2"
"SPE00120287","2004","17.66","59.1"
"SPE00120287","2005","11.25","59.3"
"SPE00120287","2006","18.74","60.5"
"SPE00120287","2007","15.09","58.5"
"SPE00120287","2008","18.28","58.4"
"SPE00120287","2009","12.77","60.3"
"SPE00120287","2010","22.02","58.4"
"SPE00120287","2011","13.16","60.8"
"SPE00120287","2012","13.06","59.6"
"SPE00120287","2013","14.59","58.3"
"SPE00120287","2014","15.17","60.3"
"SPE00120287","2015","10.89","61.2"
"SPE00120287","2016","18.73","60.5"
"SPE00120287","2017","10.11","61.8"
"SPE00120287","2018","20.91","59.7"
"SPE00120287","2019","14.53","61.0"
"SPE00120287","2020","14.03","61.1"
"SPE00120287","2021","16.16","60.4"
"SPE00120287","2022","17.62","62.7"
"SPE00120287","2023","21.17",
"SPE00120044","1920","15.89","59.2"
"SPE00120044","1921","14.94","58.2"
"SPE00120044","1922",,"57.3"
"SPE00120044","1923","14.30","57.2"
"SPE00120044","1924",,"57.6"
"SPE00120044","1925","18.37","55.9"
"SPE00120044","1926","18.61","58.7"
"SPE00120044","1927","13.87","57.7"
"SPE00120044","1928","18.09","57.8"
"SPE00120044","1929","13.67","57.4"
"SPE00120044","1930",,"57.5"
"SPE00120044","1931","10.78","57.5"
"SPE00120044","1932","12.35","55.7"
"SPE00120044","1933","13.00","57.4"
"SPE00120044","1935","14.24","56.4"
"SPE00120044","1936","16.11",
"SPE00120044","1941","23.14","57.1"
"SPE00120044","1942","17.21","59.5"
"SPE00120044","1943","16.01","60.3"
"SPE00120044","1944","12.43","58.8"
"SPE00120044","1945","7.45","62.2"
"SPE00120044","1946",,"57.8"
"SPE00120044","1947","20.85","60.2"
"SPE00120044","1948",,"59.0"
"SPE00120044","1949","13.37","57.6"
"SPE00120044","1950","9.61","58.0"
"SPE00120044","1951","25.69","55.9"
"SPE00120044","1952","20.57","56.9"
"SPE00120044","1953","10.63","57.7"
"SPE00120044","1954","7.60","58.2"
"SPE00120044","1955","22.01","59.8"
"SPE00120044","1956","14.93","56.7"
"SPE00120044","1957","17.89","58.6"
"SPE00120044","1958","14.13","60.2"
"SPE00120044","1959","13.80","59.8"
"SPE00120044","1960","25.67","59.3"
"SPE00120044","1961","19.67",
"SPE00120044","1962","23.57","58.7"
"SPE00120044","1963","27.79","56.1"
"SPE00120044","1964","16.71","57.5"
"SPE00120044","1965","22.23","57.8"
"SPE00120044","1966","18.95","58.3"
"SPE00120044","1967","18.43","57.5"
"SPE00120044","1968","19.81","57.7"
"SPE00120044","1969","32.85","55.9"
"SPE00120044","1970",,
"SPE00120566","1983","11.20","59.9"
"SPE00120566","1984","18.17","58.0"
"SPE00120566","1985","11.15","60.0"
"SPE00120566","1986","9.90","59.5"
"SPE00120566","1987","14.38","60.6"
"SPE00120566","1988","15.87","59.3"
"SPE00120566","1989","15.01","61.7"
"SPE00120566","1990","9.19","60.9"
"SPE00120566","1991","10.66","59.6"
"SPE00120566","1992","11.59","59.2"
"SPE00120566","1993","16.00","58.0"
"SPE00120566","1994","7.41","61.2"
"SPE00120566","1995","9.28","62.6"
"SPE00120566","1996","17.54","60.2"
"SPE00120566","1997","18.08","61.5"
"SPE00120566","1998","15.32","60.3"
"SPE00120566","1999","12.12","60.6"
"SPE00120566","2000","13.04","60.5"
"SPE00120566","2001","13.39","60.8"
"SPE00120566","2002","14.29","60.9"
"SPE00120566","2003","11.82","61.8"
"SPE00120566","2004","15.74","60.1"
"SPE00120566","2005","6.28","60.5"
"SPE00120566","2006","14.71","62.1"
"SPE00120566","2007","15.06","59.6"
"SPE00120566","2008","15.60","60.3"
"SPE00120566","2009","13.13","62.0"
"SPE00120566","2010","21.38","60.2"
"SPE00120566","2011","11.40","62.3"
"SPE00120566","2012","12.47","60.9"
"SPE00120566","2013","15.39","59.9"
"SPE00120566","2014","15.37","62.1"
"SPE00120566","2015","9.09","62.5"
"SPE00120566","2016","15.57","62.1"
"SPE00120566","2017","8.73","63.3"
"SPE00120566","2018","17.69","61.2"
"SPE00120566","2019",,"62.7"
"SPE00120566","2020","12.10","62.5"
"SPE00120566","2021",,
"SPE00120566","2022","13.85","64.2"
"SPE00120566","2023",,
"SPE00120323","1985","11.65","63.6"
"SPE00120323","1986","12.36","63.8"
"SPE00120323","1987","15.26","64.4"
"SPE00120323","1988","10.50","64.7"
"SPE00120323","1989","19.28","65.0"
"SPE00120323","1990","10.84","64.8"
"SPE00120323","1991","14.34","64.1"
"SPE00120323","1992","11.61","64.6"
"SPE00120323","1993","10.78","64.1"
"SPE00120323","1994","5.84","66.6"
"SPE00120323","1995","5.43","66.5"
"SPE00120323","1996","12.36","65.0"
"SPE00120323","1997","14.89","66.3"
"SPE00120323","1998","8.70","65.9"
"SPE00120323","1999","5.23","65.7"
"SPE00120323","2000","9.59","65.7"
"SPE00120323","2001","13.03","66.6"
"SPE00120323","2002","9.35","65.9"
"SPE00120323","2003","11.62","66.5"
"SPE00120323","2004","13.71","65.9"
"SPE00120323","2005","7.85","65.2"
"SPE00120323","2006","9.52","67.0"
"SPE00120323","2007","15.63","65.8"
"SPE00120323","2008","10.29","66.1"
"SPE00120323","2009","15.86","66.9"
"SPE00120323","2010","18.04","65.1"
"SPE00120323","2011","8.94","67.2"
"SPE00120323","2012","10.44","66.7"
"SPE00120323","2013","9.11","66.6"
"SPE00120323","2014","7.34","68.2"
"SPE00120323","2015","9.31","68.0"
"SPE00120323","2016","14.55","68.1"
"SPE00120323","2017","7.00","67.7"
"SPE00120323","2018","12.06","67.4"
"SPE00120323","2019","18.74","67.2"
"SPE00120323","2020","12.07","67.6"
"SPE00120323","2021","13.49","67.4"
"SPE00120323","2022","17.35","68.8"
"SPE00120323","2023","7.80",
"SPE00119846","1953","13.61",
"SPE00119846","1954","8.21",
"SPE00119846","1955","14.67",
"SPE00119846","1956","14.70",
"SPE00119846","1957","10.70",
"SPE00119846","1958","13.59","51.4"
"SPE00119846","1959","21.28","51.6"
"SPE00119846","1960","12.40",
"SPE00119846","1961","12.69","53.8"
"SPE00119846","1962","12.71","51.8"
"SPE00119846","1963","13.04","50.6"
"SPE00119846","1964","9.87","52.3"
"SPE00119846","1965","10.03","51.3"
"SPE00119846","1966","12.03","51.7"
"SPE00119846","1967","11.99","51.4"
"SPE00119846","1968","7.89","51.6"
"SPE00119846","1969","16.26","49.4"
"SPE00119846","1970","10.29","50.7"
"SPE00119846","1971","16.31","49.0"
"SPE00119846","1972","20.10","48.5"
"SPE00119846","1973","11.99","49.9"
"SPE00119846","1974","10.23","49.6"
"SPE00119846","1975","14.59","49.5"
"SPE00119846","1976","17.37","50.0"
"SPE00119846","1977","20.22","49.9"
"SPE00119846","1978","16.26","50.2"
"SPE00119846","1979","15.43","50.7"
"SPE00119846","1980","10.84","50.1"
"SPE00119846","1981","15.27","51.3"
"SPE00119846","1982","11.80",
"SPE00156270","2008",,"36.3"
"SPE00156270","2009","53.18","38.0"
"SPE00156270","2010","45.07",
"SPE00156270","2011","55.87","39.0"
"SPE00156270","2012","50.50","37.6"
"SPE00156270","2013","85.78","35.5"
"SPE00156270","2014","66.54","37.2"
"SPE00156270","2015","61.46","38.9"
"SPE00156270","2017","60.57","38.9"
"SPE00156270","2018","74.11","37.5"
"SPE00156270","2020","58.48","39.4"
"SPE00156270","2021","56.09","37.7"
"SPE00156270","2022","58.03","40.6"
"SPE00156270","2023",,
"SPE00120602","1938","10.67",
"SPE00120602","1939","17.04","50.5"
"SPE00120602","1940","15.97","51.1"
"SPE00120602","1941","19.36","50.6"
"SPE00120602","1942","14.22","51.6"
"SPE00120602","1943","16.24","53.0"
"SPE00120602","1944","10.66","50.8"
"SPE00120602","1945",,"53.8"
"SPE00120602","1946",,"51.0"
"SPE00120602","1947","22.35","53.7"
"SPE00120602","1948","16.96","53.7"
"SPE00120602","1949","11.80","53.7"
"SPE00120602","1950","15.33",
"SPE00120602","1951","24.78","50.9"
"SPE00120602","1952","21.24","51.7"
"SPE00120602","1953","12.94","52.4"
"SPE00120602","1954","15.74",
"SPE00120602","1955","25.79","53.3"
"SPE00120602","1956","17.17","49.4"
"SPE00120602","1957","12.98","51.5"
"SPE00120602","1958","20.38","52.1"
"SPE00120602","1959","29.01","52.4"
"SPE00120602","1960","28.52","51.8"
"SPE00120602","1961","27.43","53.8"
"SPE00120602","1962","16.81","52.3"
"SPE00120602","1963","28.22","51.1"
"SPE00120602","1964","13.88","52.2"
"SPE00120602","1965","15.60",
"SPE00120602","1966","22.94",
"SPE00120602","1967","15.89","51.6"
"SPE00120602","1968","15.42","52.3"
"SPE00120602","1969","18.71","50.5"
"SPE00120602","1970","18.07","51.7"
"SPE00120602","1971","19.66","50.1"
"SPE00120602","1972","18.68","49.8"
"SPE00120602","1973","13.73","50.3"
"SPE00120602","1974","17.01","50.1"
"SPE00120602","1975","16.39","50.8"
"SPE00120602","1976","22.51","51.5"
"SPE00120602","1977","23.42","51.1"
"SPE00120602","1978","21.47","51.5"
"SPE00120602","1979","26.40","51.9"
"SPE00120602","1980","16.10","51.5"
"SPE00120602","1981","15.93","52.9"
"SPE00120602","1982","16.43","52.6"
"SPE00120602","1983","17.74","52.3"
"SPE00120602","1984","21.65","50.5"
"SPE00120602","1985","14.29","52.2"
"SPE00120602","1986","14.52","51.6"
"SPE00120602","1987","17.84","52.8"
"SPE00120602","1988","18.81","52.0"
"SPE00120602","1989","21.03","54.3"
"SPE00120602","1990","12.18","53.4"
"SPE00120602","1991","10.07","51.9"
"SPE00120602","1992","12.77","52.2"
"SPE00120602","1993","16.20","50.9"
"SPE00120602","1994","14.69","53.1"
"SPE00120602","1995","16.59","54.2"
"SPE00120602","1996","19.54","52.3"
"SPE00120602","1997","28.13","54.2"
"SPE00120602","1998","14.20","52.9"
"SPE00120602","1999","15.40","51.9"
"SPE00120602","2000","21.31","52.2"
"SPE00120602","2001","16.61","52.6"
"SPE00120602","2002","17.69","53.2"
"SPE00120602","2003","22.29","53.7"
"SPE00120602","2004","11.44","52.3"
"SPE00120602","2005","13.07","52.5"
"SPE00120602","2006","18.62","53.8"
"SPE00120602","2007","19.13","51.9"
"SPE00120602","2008","19.56","51.8"
"SPE00120602","2009","14.78","53.8"
"SPE00120602","2010","21.28","52.1"
"SPE00120602","2011","13.65","54.5"
"SPE00120602","2012","14.39","52.3"
"SPE00120602","2013","21.12","51.8"
"SPE00120602","2014","15.30","54.0"
"SPE00120602","2015","13.99","53.5"
"SPE00120602","2016","16.80","52.9"
"SPE00120602","2017","8.09","54.2"
"SPE00120602","2018","23.58","52.7"
"SPE00120602","2019","16.67","53.6"
"SPE00120602","2020","16.65","54.5"
"SPE00120602","2021","19.22","53.5"
"SPE00120602","2022","17.08","55.6"
"SPE00120602","2023","14.25",
"SPE00119729","1944","39.27",
"SPE00119729","1945","54.74","54.5"
"SPE00119729","1946",,
"SPE00119729","1948","55.67","54.8"
"SPE00119729","1949","50.17","55.3"
"SPE00119729","1950","70.86","53.9"
"SPE00119729","1951","92.28",
"SPE00119729","1952","77.69","53.5"
"SPE00119729","1953","38.32","53.9"
"SPE00119729","1954","53.07","52.5"
"SPE00119729","1955","69.66",
"SPE00119729","1956","60.34","52.1"
"SPE00119729","1957","62.95","53.7"
"SPE00119729","1958","104.63","53.1"
"SPE00119729","1959","112.09","54.9"
"SPE00119729","1960","124.37","53.5"
"SPE00119729","1961","86.17","55.7"
"SPE00119729","1962","67.62","53.7"
"SPE00119729","1963","90.96","53.1"
"SPE00119729","1964","57.06","54.3"
"SPE00119729","1965","68.59","53.6"
"SPE00119729","1966","104.47","54.3"
"SPE00119729","1967","64.63","53.8"
"SPE00119729","1968","73.14","54.5"
"SPE00119729","1969","87.69","53.5"
"SPE00119729","1970","66.89","53.2"
"SPE00119729","1971","66.32","53.3"
"SPE00119729","1972","79.85","52.2"
"SPE00119729","1973","59.40","53.9"
"SPE00119729","1974","84.08","52.3"
"SPE00119729","1975","64.09","53.4"
"SPE00119729","1976","78.74","53.9"
"SPE00119729","1977","108.71","53.3"
"SPE00119729","1978","91.38","53.9"
"SPE00119729","1979","94.30","54.0"
"SPE00119729","1980","64.52","53.7"
"SPE00119729","1981","68.88","55.1"
"SPE00119729","1982","66.78","54.5"
"SPE00119729","1983","74.30","54.7"
"SPE00119729","1984","70.21","54.1"
"SPE00119729","1985","79.67","55.0"
"SPE00119729","1986","69.78","53.4"
"SPE00119729","1987","89.42","55.6"
"SPE00119729","1988","65.44","55.1"
"SPE00119729","1989","65.66","57.1"
"SPE00119729","1990","55.05","56.0"
"SPE00119729","1991","66.61","54.0"
"SPE00119729","1992","57.43","54.3"
"SPE00119729","1993","73.59","54.3"
"SPE00119729","1994","80.81","54.9"
"SPE00119729","1995","86.07","56.9"
"SPE00119729","1996","71.50","55.3"
"SPE00119729","1997","73.25","57.5"
"SPE00119729","1998","61.19","56.0"
"SPE00119729","1999","75.33","55.1"
"SPE00119729","2000","91.31","55.0"
"SPE00119729","2001","86.95","55.5"
"SPE00119729","2002","77.36","55.9"
"SPE00119729","2003","70.56","56.5"
"SPE00119729","2004","53.23","55.7"
"SPE00119729","2005","59.73","55.8"
"SPE00119729","2006","84.02","56.5"
"SPE00119729","2007","43.02","54.9"
"SPE00119729","2008","57.56","54.4"
"SPE00119729","2009","73.73","54.8"
"SPE00119729","2010","62.40","54.4"
"SPE00119729","2011","40.18","56.2"
"SPE00119729","2012","46.64","54.6"
"SPE00119729","2013","82.82","56.1"
"SPE00119729","2014","76.11","57.0"
"SPE00119729","2015","47.83","57.4"
"SPE00119729","2016","60.23","56.7"
"SPE00119729","2017","41.41","56.9"
"SPE00119729","2018","54.18","55.6"
"SPE00119729","2019","63.88","55.3"
"SPE00119729","2020","60.00","57.2"
"SPE00119729","2021","55.76","55.7"
"SPE00119729","2022","59.34","57.3"
"SPE00119729","2023","75.93",
"SPE00156153","2008","32.11","51.2"
"SPE00156153","2009","36.27","52.6"
"SPE00156153","2010","37.88","49.8"
"SPE00156153","2011","30.09","52.9"
"SPE00156153","2012","26.39","51.8"
"SPE00156153","2013","38.49","51.1"
"SPE00156153","2014","39.20","52.7"
"SPE00156153","2015","26.78","53.3"
"SPE00156153","2016","29.65","52.5"
"SPE00156153","2017","25.14","52.8"
"SPE00156153","2018","50.19","52.2"
"SPE00156153","2020","36.34","53.0"
"SPE00156153","2021","29.80","51.7"
"SPE00156153","2022","27.04","54.2"
"SPE00156153","2023",,
"SPM00008359","2020","8.83",
"SPM00008359","2021","12.44",
"SPE00156396","2008","30.59","57.6"
"SPE00156396","2009","21.24",
"SPE00156396","2010","26.84","55.6"
"SPE00156396","2011","29.49","58.3"
"SPE00156396","2012","17.12","57.3"
"SPE00156396","2013","24.20","56.7"
"SPE00156396","2014","20.82","58.4"
"SPE00156396","2015","12.23","58.4"
"SPE00156396","2016","16.29","58.2"
"SPE00156396","2017","14.70","58.0"
"SPE00156396","2018","33.80","58.1"
"SPE00156396","2020","23.81","58.5"
"SPE00156396","2021","13.78","58.3"
"SPE00156396","2022","14.42","60.5"
"SPE00156396","2023",,
"SP000009434","1941","16.16",
"SP000009434","1942","14.43",
"SP000009434","1943","11.16",
"SP000009434","1944","8.47",
"SP000009434","1945","11.77",
"SP000009434","1946","15.40",
"SP000009434","1947","16.03",
"SP000009434","1948","8.72",
"SP000009434","1949","11.55",
"SP000009434","1950","11.07",
"SP000009434","1951","16.39",
"SP000009434","1952","11.52","58.7"
"SP000009434","1953","15.48",
"SP000009434","1954","12.63","57.1"
"SP000009434","1955","13.19","59.0"
"SP000009434","1956","15.41","55.8"
"SP000009434","1957","12.14",
"SP000009434","1958","11.07","59.5"
"SP000009434","1959","25.46",
"SP000009434","1960","14.58","58.4"
"SP000009434","1961","14.14","59.5"
"SP000009434","1962","11.34",
"SP000009434","1963","11.59","56.7"
"SP000009434","1964","8.03","58.4"
"SP000009434","1965","11.91",
"SP000009434","1966","10.07","58.7"
"SP000009434","1967","7.91","58.2"
"SP000009434","1968","12.28","58.4"
"SP000009434","1969","18.52","56.7"
"SP000009434","1970","9.72","57.9"
"SP000009434","1971","17.89",
"SP000009434","1972","16.37","56.0"
"SP000009434","1973","8.70",
"SP000009434","1974","15.87",
"SP000009434","1975","12.75","57.6"
"SP000009434","1976","11.02","57.9"
"SP000009434","1977","15.94","57.9"
